DESCRIPTION,CODE,LATITUDE,LONGITUDE
KEITH STRATHISLA PLATFORM,KEITHSP,57.493155,-3.0426518
MACPHERSON'S TRANSPORT,KEITMAC,49.766809,-7.5571598
KELLINGLEY COLLIERY (FLHH),KELNFHH,58.472511,8.3099342
KELLINGLEY COLLIERY GBRf,KELNGBR,49.766809,-7.5571598
NCB KELLINGLEY COLLIERY,KELNGLY,53.706335,-1.1799969
KELVEDON,KELVEDN,51.840354,0.70143562
KEMBLE,KEMBLE,51.676266,-2.0230915
KEMSING,KEMSING,51.297766,0.24625168
KENDAL,KENDAL,54.332085,-2.7411842
REDLAND AGGREGATES,KENETRS,52.274896,0.48883644
KENSAL GREEN EAST CRL,KENGCRL,49.766809,-7.5571598
KENSAL GREEN CARRIAGE WASH PLT,KENGCSP,51.525044,-0.20966039
KENNISHEAD GLASGOW,KENISHD,55.813048,-4.3250706
KENILWORTH,KENLSTN,49.766809,-7.5571598
KENILWORTH JNS,KENLWTH,52.353361,-1.5638997
KENNETT,KENNETT,52.276692,0.48893711
KENNETT (FHH),KENNFHH,52.896914,5.9332183
KENNET REDLAND GROUND FRAME,KENNTGF,51.990591,0.090449953
KENSINGTON OLYMPIA,KENOLYM,51.497162,-0.20931243
KENSAL RISE,KENR,51.534206,-0.22083573
KENSAL GREEN,KENSLG,51.530655,-0.22385766
KENSAL GREEN JN,KENSLGJ,51.53267,-0.23819725
C H S,KENSLGS,49.766809,-7.5571598
KENSAL GREEN TURNBACK SIDDINGS,KENSLGT,58.472511,8.3099342
KENT HOUSE,KENTHOS,51.412717,-0.045801179
KETTERING,KETR,52.393214,-0.73173365
KETTERING SIG LR617,KETR617,49.766809,-7.5571598
GEDDINGTON,KETRGED,58.472511,8.3099342
GLENDON,KETRGLN,58.472511,8.3099342
NORTH JUNCTION,KETRGNJ,52.430221,-0.74538018
KETTERING HOT BOX SDG,KETRHBS,49.766809,-7.5571598
SOUTH JUNCTION,KETRSJ,52.384178,-0.72758462
KETTON SIG K3,KETTK3,49.766809,-7.5571598
KETTON AND COLLYWESTON,KETTON,52.633622,-0.52974095
KETTON CASTLE CEMENT,KETTWSD,52.643277,-0.5604259
KEW BRIDGE,KEWBDGE,51.490255,-0.28880827
KEW EAST JUNCTION,KEWEJ,51.492032,-0.28730125
KEW GARDENS,KEWGRDN,51.47761,-0.2849614
KEYHAM SIG P127,KEYH127,49.766809,-7.5571598
KEYHAM,KEYHAM,50.388855,-4.1789895
KEYMER JUNCTION,KEYMERJ,50.960737,-0.12321204
KEYNSHAM,KEYNSHM,51.418069,-2.4946377
KINGHORN,KGHN,56.069336,-3.174154
CARLISLE KINGMOOR SIG 481,KGMR481,49.766809,-7.5571598
CARLISLE KINGMOOR SIG 482,KGMR482,49.766809,-7.5571598
CARLISLE KINGMOOR DD1 SB,KGMRDD1,49.766809,-7.5571598
KINGMOOR YARD DOWN DEPART,KGMRDDS,49.766809,-7.5571598
CARLISLE KINGMOOR SIDINGS(DRS),KGMRDRS,55.470344,3.768723
CARLISLE KINGMOOR JUNCTION,KGMRJCN,58.472511,8.3099342
CARLISLE KINGMOOR TMD (DRS),KGMRLIP,54.921812,-2.970423
STAINTON JN,KGMRSRR,55.952445,0.15461112
CARLISLE KINGMOOR SIG UD1,KGMRUD1,49.766809,-7.5571598
KINGMOOR UP LOOP,KGMRULP,54.921812,-2.970423
CARLISLE KINGMOOR V.Q. (NR),KGMRVQ,54.921812,-2.970423
KINGS PARK GLASGOW,KGPK,55.81899,-4.2472034
KINGS DYKE,KGSDYKE,58.472511,8.3099342
KING'S GATE JUNCTION,KGSGJN,49.766809,-7.5571598
SIGNAL F410,KGST410,58.472511,8.3099342
KINGSTON SIGNAL F412,KGST412,55.819497,2.2556304
KINGSTON SURREY,KGSTON,51.413109,-0.30175643
CE SIDING,KGUSCE,57.076856,-4.053791
KINGUSSIE,KGUSSIE,57.077753,-4.0538406
KINGSWOOD AND BURGH HEATH,KGWD,51.294861,-0.21145734
KIBWORTH,KIBWRTH,51.985081,-1.2202945
KIDBROOKE,KIDBROK,51.461843,0.026837468
KIDSGROVE SIGNAL 587,KIDS587,49.766809,-7.5571598
KIDSGROVE,KIDSGRV,53.085665,-2.2448107
KIDWELLY,KIDWELY,51.73434,-4.3169854
KIDWELLY JUNCTION,KIDWJCN,56.919486,0.86932121
PONTYATES LEVEL CROSSING,KIDWPY,51.873281,3.0223873
KIJFHOEK YARD,KIJFOEK,49.766809,-7.5571598
KILBURN L C,KILBLC,53.759253,0.64335407
KILLOCH COLLIERY FHH,KILCFHH,50.236506,-2.1906998
KILLOCH COLLIERY GBRF,KILCGBF,49.766809,-7.5571598
NCB KILLOCH COLLIERY,KILCHCL,55.455578,-4.4052116
KILDONAN,KILDONN,58.165051,-3.8696539
KILGETTY,KILGETY,51.732105,-4.7151556
KILLIECRANKIE,KILLCNE,49.766809,-7.5571598
KILMARNOCK SIG K72,KILM72,49.766809,-7.5571598
KILMARNOCK SIG K86,KILM86,49.766809,-7.5571598
ANDREW BARCLAY & SONS,KILMBCY,55.616384,-4.4992262
CE PLANT DEPOT,KILMCE,55.614588,-4.499112
LONG LYES LOCAL SORTING SDGS,KILMLTC,55.620872,-4.499512
KILMARNOCK,KILMRNK,55.612793,-4.4989977
WALKER J & SONS HILL ST,KILMWKR,55.622218,-4.4995977
KILWINNING SIGPK785,KILW785,58.472511,8.3099342
KILWINNING SIGNAL PK794,KILW794,58.472511,8.3099342
SECTION MAN KILWINNING CONC,KILWJCE,55.655967,-4.7092248
KILWINNING UP SIDING,KILWNCE,55.655944,-4.7102566
KILWINNING,KILWNNG,55.655052,-4.7099565
KILWINNING U.G.L.,KILWUGL,55.655946,-4.7101773
KINBRACE,KINBRAC,58.258314,-3.9410376
KINBRACE TIMBER LOADING POINT,KINBTLP,58.472511,8.3099342
KINETON MOD GBRF,KINEGBF,49.766809,-7.5571598
KINETON JN,KINEJN,49.766809,-7.5571598
KINETON SIDINGS 1,KINESD1,49.766809,-7.5571598
KINETON SIDINGS 2,KINESD2,49.766809,-7.5571598
KINETON SIDINGS 3,KINESD3,49.766809,-7.5571598
KINETON,KINETON,52.171328,-1.4604015
KINGHAM,KINGHAM,51.902254,-1.6278705
KINGS SUTTON,KINSSTN,52.021128,-1.2815025
KIRBY CROSS,KIRBYX,51.841844,1.2140662
CE SIDING,KIRKCCE,53.789158,-2.8833674
KIRKHAM & WESHAM,KIRKHAM,53.78736,-2.8833296
KIRKHAM & WESHAM DOWN IBS,KIRKM51,58.472511,8.3099342
NORTH JUNCTION,KIRKMNJ,53.788146,-2.8985249
KIRKHAM WEST JN,KIRKMWJ,49.766809,-7.5571598
SCATTER BURNS,KITTSCA,49.766809,-7.5571598
KITTYBREWSTER,KITTYBR,57.176914,-2.1514855
KITTYBREWSTER GF,KITTYGF,49.766809,-7.5571598
KIRKBY (MERSEYSIDE),KKBY,53.462468,-2.9558875
KILKERRAN,KKERRAN,55.269243,-4.6773095
KIRK SANDALL,KKSNDAL,53.565894,-1.0698799
KIRK SANDALL JN,KKSNJN,49.766809,-7.5571598
KILBURN HIGH ROAD,KLBRNHR,51.53736,-0.19187366
UP & DOWN GOODS LOOP,KLBRUDG,51.536461,-0.19190928
KILBY BRIDGE JUNCTION,KLBYBDG,52.571067,-1.1087706
KILDALE,KLDL,54.478158,-1.0678257
KINGS LANGLEY,KLGL,51.706354,-0.43842194
UP KINGS LANGLEY LOOP,KLGLLP,51.709182,-0.43538638
KILMAURS,KLMAURS,55.637309,-4.5307511
KILNHURST S1104,KLNH104,49.766809,-7.5571598
KILNHURST S1105,KLNH105,49.766809,-7.5571598
KILNHURST S1109,KLNH109,49.766809,-7.5571598
KILNHURST LIMIT OF SHUNT,KLNHLOS,49.766809,-7.5571598
KILNHURST UP GOODS LOOP,KLNHUGL,53.491996,-1.3066317
KILPATRICK,KLPTRCK,55.923802,-4.4533551
KING'S LYNN,KLYNN,52.754108,0.40492398
KINGS LYNN SIGNAL 29,KLYNN29,49.766809,-7.5571598
KINGS LYNN SIGNAL 43,KLYNN43,58.472511,8.3099342
KINGS LYNN CARRIAGE SDGS,KLYNNCS,58.472511,8.3099342
F P,KLYNNFP,52.754108,0.40492398
KINGS LYNN JN,KLYNNJN,52.758,0.39031731
T C,KLYNNTC,49.766809,-7.5571598
KINGS LYNN T.C. GBRF,KLYNNTG,49.766809,-7.5571598
KEMPSTON HARDWICK,KMPSTNH,52.092063,-0.5052765
KEMPTON PARK,KMPTNPK,51.420913,-0.40933661
KEMSLEY,KMSLY,51.362016,0.73495899
KINCARDINE LEVEL XING,KNCDNLC,49.766809,-7.5571598
KNOCKHOLT,KNCKHLT,51.345788,0.13084706
KINCRAIG,KNCRAIG,57.128226,-3.9310687
KNEBWORTH SIGNAL K639,KNEB639,49.766809,-7.5571598
KNEBWORTH,KNEBWTH,51.867304,-0.18738685
KINGSBURY BIRCH COPPICE,KNGSBC,49.766809,-7.5571598
BIRCH COPPICE X/CHNGE SDGS,KNGSBCE,58.472511,8.3099342
BIRCH COPPICE FREIGHTLINER,KNGSBCF,55.819497,2.2556304
BIRCH COPPICE GBRF,KNGSBCG,49.766809,-7.5571598
KINGSBURY BRANCH JUNCTION,KNGSBCJ,52.570387,-1.6783113
WARWICKSHIRE OIL STORAGE,KNGSBOS,52.57576,-1.6708939
SHUNTING FRAME,KNGSBSF,52.571286,-1.6783048
KINGSBURY JUNCTION,KNGSBYJ,52.551508,-1.6784493
RECP SIDINGS,KNGSBYY,52.569488,-1.6783179
KINGSBURY FREIGHTLINER H.H.,KNGSFHH,58.472511,8.3099342
KINGSKNOWE,KNGW,55.922911,-3.2595626
KING'S CROSS LONDON,KNGX,51.532702,-0.12429293
BELLE ISLE SIGNAL 303,KNGX303,49.766809,-7.5571598
KINGS X LONDON-BALLAST,KNGXBAL,58.472511,8.3099342
BELLE ISLE,KNGXBEL,58.472511,8.3099342
COPENHAGEN JN,KNGXFTJ,51.542541,-0.1210041
KNIGHTON,KNIGHTN,52.345071,-3.0421957
KENLEY,KNLY,51.3246,-0.10121971
KENNETHMONT,KNMTSB,57.353656,-2.7661276
Kennington Goods Loops,KNNGGLP,49.766809,-7.5571598
KENNINGTON JN POINTS HEATERS,KNNGTNJ,51.722401,-1.2457101
KNOCKSHINNOCH SIG NC15,KNOK15,49.766809,-7.5571598
KINGS NORTON SIGNAL SY522,KNOR522,49.766809,-7.5571598
KINGS NORTON SIG SY523,KNOR523,49.766809,-7.5571598
KINGS NORTON SIGNAL SY528,KNOR528,49.766809,-7.5571598
KINGS NORTON SIGNAL SY528,KNOR528,49.766809,-7.5571598
KINGS NORTON SIGNAL 529,KNOR529,49.766809,-7.5571598
KINGS NORTON SIGNAL SY57,KNOR57,49.766809,-7.5571598
CAR TERMINAL,KNORCT,52.413484,-1.9396779
KS NORTON ON TRACK PLANT DEPOT,KNOROTP,57.818888,4.160173
KINGS NORTON,KNORTON,52.41438,-1.9337958
DALE LANE G.F.(KNOWSLEY),KNOWDL,53.495274,-2.8716684
KNOWSLEY FREIGHT TERMINAL,KNOWFT,53.494556,-2.8715782
KNARESBOROUGH,KNRSBGH,54.024071,-1.47946
HIGH STREET KENSINGTON LT,KNSGHST,58.472511,8.3099342
KINTBURY SIGNAL RK103,KNTB103,57.740087,-1.6243138
KINTBURY SIGNAL UW57,KNTB57,57.740087,-1.6243138
KINTBURY SIGNAL R848,KNTB848,57.740087,-1.6243138
KINTBURY,KNTBRY,57.740087,-1.6243138
KNOTTINGLEY SIG K402,KNTN402,53.705637,-1.259194
KNOTTINGLEY SIG FE6417,KNTN417,49.766809,-7.5571598
KNOTTINGLEY SIG FE6418,KNTN418,49.766809,-7.5571598
KNOTTINGLEY,KNTN421,49.766809,-7.5571598
KNOTTINGLEY SIG FE6423,KNTN423,49.766809,-7.5571598
KNOTTINGLEY SIG FE6431,KNTN431,49.766809,-7.5571598
ENGLAND LANE LEVEL CROSSING,KNTNELL,53.702941,-1.2592413
KNOTTINGLEY TMD (FHH),KNTNFHH,58.472511,8.3099342
KNOTTINGLEY EAST JN,KNTNGEJ,53.70384,-1.2592255
KNOTTINGLEY FREIGHT DEPOT,KNTNGFD,53.705298,-1.2061791
ROCKWARE GLASS LTD(JACKSON BR),KNTNGJK,53.702042,-1.2592571
KNOTTINGLEY,KNTNGLY,53.706536,-1.2591782
KNOTTINGLEY SOUTH JN,KNTNGSJ,53.704691,-1.2516363
KNOTTINGLEY WEST JN,KNTNGWJ,53.706573,-1.2652372
LIP,KNTNLIP,53.703792,-1.2516522
KNOTTINGLEY SIDINGS,KNTNSDG,53.705298,-1.2061791
KNOTTINGLEY RST'S,KNTNWRD,53.702894,-1.2516682
KNOTTINGLEY DEPOT,KNTNYFD,53.703792,-1.2516522
KENTISH TOWN JUNCTION,KNTSHTJ,51.549267,-0.14813151
KENTISH TOWN LONDON,KNTSHTN,51.549267,-0.14813151
KENTISH TOWN WEST,KNTSHTW,51.547447,-0.14676313
KNUCKLAS,KNUCKLS,52.35986,-3.0968774
KNUTSFORD,KNUTSFD,53.301968,-2.3720923
KINGS NYMPTON,KNYMPTN,50.93598,-3.9055776
KOBLENZ HBF,KOBLENZ,50.806703,4.3605559
COLOGNE HBF,KOLNHBF,50.805809,4.360434
KOLN NIEHL,KOLNNIE,51.519773,4.4597987
KIRKBY SUMMIT R S,KRBYSUM,49.766809,-7.5571598
KIRKBY-IN-FURNESS,KRKBYIF,54.232333,-3.1888991
KIRKCONNEL,KRKC,55.387378,-4.0000324
KIRKCONNEL C.E.,KRKCCE,55.387381,-3.9998747
KIRKDALE,KRKDALE,53.440535,-2.9814998
KIRKDALE CARRIAGE CLEANING,KRKDLCS,53.439636,-2.9814791
KIRKHILL,KRKH,55.814108,-4.1687116
KIRKNEWTON,KRKNWTN,55.883319,-3.430715
COVE SIGNAL MC862,KRKP862,55.051745,-3.2133574
SIGNAL MC863,KRKP863,55.04941,-3.2302542
KIRKSTALL DOWN LOOP,KRKSLDL,53.807684,-1.5897773
KIRKSTALL FORGE,KRKSLFR,49.766809,-7.5571598
KIRKSTALL UP LOOP,KRKSLUL,53.808292,-1.5888906
KIRKSTALL JUNCTION,KRKSXO,58.472511,8.3099342
KIRKWOOD,KRKWOOD,55.836865,-4.0470079
KIRKBY IN ASHFIELD,KRKYCEN,53.10024,-1.241554
KIRKBY LANE END JN,KRKYLEJ,53.092649,-1.265296
KIRTLEBRIDGE G F,KRTLBDG,55.079496,-3.2585435
BLUE CIRCLE,KRTNLMS,53.487269,-0.60191157
KIRTON LINDSEY,KRTNLND,53.475853,-0.59421048
KEARSNEY,KSNY,51.148563,1.2714605
KIRKBY STEPHEN WEST,KSTP,54.459595,-2.3763521
KIRKBY STEPHEN KS9,KSTP9,49.766809,-7.5571598
KIRKBY STEPHEN URS,KSTPURS,49.766809,-7.5571598
KINGSWINFORD JUNCTION,KSWNJN,52.477252,-2.1339372
KENTS BANK,KTBK,54.172631,-2.9252231
KENTON,KTON,51.581467,-0.31569423
KIVETON BRIDGE,KVTNBDG,53.340749,-1.2670328
KIVERTON PARK,KVTNFHH,58.472511,8.3099342
KIVETON PARK,KVTNPK,53.336984,-1.240065
KYLE OF LOCHALSH G.F.,KYLEGF,57.279835,-5.7046391
SECTION MAN DINGWALL CONC,KYLELCE,57.278197,-5.714434
KYLE OF LOCHALSH,KYLELSH,57.278197,-5.714434
LACKENBY CARRIAGE & WAGON,LACKCW,58.472511,8.3099342
LACKENBY SSI FHH,LACKFHH,49.766809,-7.5571598
LACKENBY SSI GBRf,LACKGBF,49.766809,-7.5571598
SOUTH BANK LACKENBY,LACKMAR,58.472511,8.3099342
SOUTH BANK LACKENBY (METALS),LACKNBY,54.58566,-1.1427426
SLAG ROAD LEVEL CROSSING,LACKSLA,58.472511,8.3099342
.,LADRTMD,51.628739,-3.9416995
LADYBANK,LADY668,58.472511,8.3099342
LADYBANK BRANCH LOOP,LADYBHL,56.276475,-3.1223541
LADYBANK,LADYBNK,56.27378,-3.1222751
CE SIDING,LADYCE,56.274678,-3.1223014
LADYBANK D.G.L.,LADYDGL,56.274231,-3.1221268
S&TE DEPOT,LADYSTE,56.274678,-3.1223014
LANGHAM JUNCTION,LAGHJN,52.713144,-0.78476913
LANGLEY REDLANDS GBRF,LAGYGBF,49.766809,-7.5571598
STEVENAGE LANGLEY,LAGYRED,51.912681,-0.21463922
LAINDON,LAINDON,51.567617,0.42403424
LAIRG,LAIRG,57.967496,-4.3682565
LAIRG C.E.,LAIRGCE,57.967182,-4.3682358
LAIRG L.C.,LAIRGLC,57.967496,-4.3682565
LAIRG OIL SIDINGS,LAIRGOT,58.472511,8.3099342
LAIRG OIL SIDINGS,LAIRGOT,58.472511,8.3099342
LAIRG SOUTH SHUNT,LAIRSSH,49.766809,-7.5571598
LAISTERDYKE E.M.RECYCLING,LAISEMR,58.472511,8.3099342
LAISTERDYKE,LAISWJN,55.819497,2.2556304
LAKE (I.O.W.),LAKEIOW,50.645508,-1.1669031
LAKENHEATH,LAKNHTH,52.44749,0.53387834
GILSHOCHILL,LAMBH,55.888216,-4.269483
LAMPHEY,LAMPHEY,51.667185,-4.8732562
LANARK,LANARK,55.697235,-3.7599439
LANARK JN,LANARKJ,55.721943,-3.6978132
LLANBADARN,LANBDRN,58.472511,8.3099342
LANCASTER,LANCSTR,54.048546,-2.8079122
SOUTH JN U.G.L.,LANCUGL,58.472511,8.3099342
LLANDUDNO JN SIG.LJ260,LAND260,53.283692,-3.8078461
LLANDUDNO JN SIG.LJ69,LAND69,53.28382,-3.8112418
LLANDUDNO JN SIG.LJ70,LAND70,53.28397,-3.8114131
LOCO H.S.,LANDLHS,53.849122,3.5623187
FREIGHT DEPOT (EWS T.C.),LANDTC,53.280828,-3.8027902
LLANDUDNO JUNCTION,LANDUDJ,53.281727,-3.8028281
ABER GROUND FRAME,LANFABR,55.583329,-2.9112638
LLANFAIRFECHAN,LANFRFC,53.257286,-3.9832025
TOTAL OIL,LANGEWS,52.883801,3.4319036
LANGLEY BERKS,LANGLEY,51.508061,-0.54175615
LANGLEY RECEPTION SIDINGS,LANGREC,51.508888,-0.53596574
LANGPORT VIADUCT,LANPORT,56.62664,3.8184636
LAPFORD,LAPFORD,50.857438,-3.8114372
LAPWORTH,LAPWRTH,52.342159,-1.7254716
LAIRA JUNCTION PLYMOUTH,LARAJN,50.383089,-4.1013571
PLYMOUTH LAIRA TMD FUEL ROAD,LARASFR,58.472511,8.3099342
CS&TE SIDING,LARAST,52.674233,3.2470601
.,LARATMD,50.383063,-4.1027626
.,LARATMD,50.383063,-4.1027626
CE SIDING,LARBCE,56.02542,-3.8291046
LARBERT NORTH D.G.L.,LARBDGL,56.025373,-3.8323117
LARBERT JN,LARBERJ,56.011855,-3.8348798
LARBERT NORTH,LARBERN,58.472511,8.3099342
LARBERT,LARBERT,58.472511,8.3099342
SUBSIDIARY YARD,LARBRTY,58.472511,8.3099342
LARBERT NORTH U.G.L.,LARBUGL,56.02542,-3.8291046
LARGS,LARGS,55.792591,-4.8678883
LARKHALL,LARKHAL,55.750192,-3.9611994
LAVINGTON,LAVNGTN,51.297726,-1.9970819
LAW JN,LAWJ,55.75685,-3.8802558
LAW JN D.P.L.,LAWJDPL,55.755551,-3.8770061
LAW JN DOWN SIDINGS,LAWJDS,58.472511,8.3099342
LAW JN ROAD & RAIL TS,LAWJRRT,58.472511,8.3099342
LAW JN UP C.E.,LAWJUCE,55.758245,-3.8771355
LAW JN U.P.L.,LAWJUPL,55.757796,-3.8771139
LAWRENCE HILL,LAWRNCH,51.458218,-2.5641588
LAWRENCE HILL GROUND FRAME,LAWRNGF,51.458225,-2.5627195
CARLETON CROSSING L.C.,LAYTCLX,58.472511,8.3099342
LAYTON (LANCS),LAYTON,53.835611,-3.0317464
LAZONBY,LAZKRKO,54.749318,-2.7021794
LLANBEDR,LBDR,52.820849,-4.1101973
LOUGHBOROUGH JUNCTION,LBGHJN,51.464909,-0.10259955
LITTLE BRIDGEFORD JN,LBRDFJN,49.766809,-7.5571598
MONIER PRIVATE SIDING,LBRF,58.472511,8.3099342
LITTLE BARFORD,LBRFIBS,58.472511,8.3099342
TEMPSFORD,LBRFTMP,58.472511,8.3099342
LAMBRIGG BRX,LBRIGG,58.472511,8.3099342
LOCH EIL OUTWARD BOUND,LCEILOB,56.854411,-5.1898628
LEACHABHUIDH,LCHABUI,58.472511,8.3099342
LOCHAILORT,LCHALRT,56.880962,-5.6633948
LICHFIELD CITY,LCHC,52.68037,-1.8254188
C H S,LCHCCS,52.672542,-1.815364
HAMMERWICH,LCHCHAM,58.472511,8.3099342
LOCHEILSIDE,LCHESDE,56.856302,-5.2901151
LOCHGELLY,LCHGLLY,56.135345,-3.3113311
LOCHLUICHART,LCHLCHR,57.622083,-4.8096603
LOCHRIDGE JUNCTION,LCHRDGJ,49.766809,-7.5571598
LICHFIELD SIGNAL 1310,LCHT131,49.766809,-7.5571598
LICHFIELD TV SIG LS4259,LCHT259,49.766809,-7.5571598
LICHFIELD TV SIG LS1303,LCHT303,49.766809,-7.5571598
LICHFIELD SIG LS1306,LCHT306,49.766809,-7.5571598
LICHFIELD SIG LS1308,LCHT308,52.712147,-1.8311982
LICHFIELD TV C E SIDINGS,LCHTCE,58.472511,8.3099342
CURBOROUGH JN,LCHTCUR,49.766809,-7.5571598
FINE LANE L.C.,LCHTFIN,58.472511,8.3099342
HADEMORE CROSSING,LCHTHAD,58.472511,8.3099342
LICHFIELD NORTH JN (LL),LCHTNJ,58.472119,-0.84182271
LICHFIELD TV LL PDC,LCHTPDC,49.766809,-7.5571598
LICHFIELD T V HIGH LEVEL,LCHTTVH,52.68662,-1.7987656
TRENT VALLEY JUNCTION,LCHTTVJ,52.687514,-1.7958027
LICHFIELD TRENT VALLEY,LCHTTVL,52.690561,-1.7902996
LOCHWINNOCH SIG PE171,LCHW171,52.818099,-1.4786193
LOCHWINNOCH,LCHWNCH,55.78654,-4.6153959
LOCKERBIE,LCKRBIE,55.126536,-3.3554072
LOCKERBIE DOWN LOOP,LCKRDPL,55.117665,-3.353037
LOCKERBIE U.P.L.,LCKRUPL,55.122174,-3.3516213
LOCKERBIE UP SIDING,LCKRUPS,56.83555,4.3918795
LECKWITH BRIDGE GROUND FRAME,LCKWBGF,58.472511,8.3099342
LECKWITH LOOP,LCKWLOP,56.83555,4.3918795
LECKWITH SOUTH JN,LCKWSTJ,56.83555,4.3918795
LECKWITH NORTH JN,LCKWTHJ,51.478527,-3.2080801
LONDON LADBROKE GROVE,LDBRKJ,51.519342,-0.18970459
LEDBURY,LDBURY,52.045923,-2.4257209
LIDLINGTON,LDLNGTN,52.042386,-0.55942592
LADYBURN SIDINGS GREENOCK,LDYBURN,55.938008,-4.7184829
LADYWELL,LDYW,51.455441,-0.019507211
LADYWELL JUNCTION,LDYWJN,49.766809,-7.5571598
LEA BRIDGE,LEABDGE,51.565531,-0.042141535
LEAGRAVE SHUNT SIG 591,LEAG591,49.766809,-7.5571598
LEAGRAVE,LEAGRVE,51.905346,-0.45915034
LEAGRAVE JUNCTION,LEAGRVJ,51.908721,-0.46282921
SANDON,LEAGSAN,58.472511,8.3099342
LEAGRAVE TAMPER SDG,LEAGSDG,49.766809,-7.5571598
LEA HALL,LEAHALL,52.480727,-1.7835083
LEA JUNCTION,LEAJ,51.543505,-0.015685727
LEA JUNCTION LOOP SIG 1286,LEAJ286,49.766809,-7.5571598
LEALHOLM,LEALHLM,54.460773,-0.82601861
LEASOWE,LEASOWE,53.408044,-3.0995937
LEDBURN SIGNAL TK1426,LEDB426,49.766809,-7.5571598
LEDBURN SIGNAL TK1428,LEDB428,49.766809,-7.5571598
LEDBURN SIGNAL TK1433,LEDB433,49.766809,-7.5571598
LEDBURN JUNCTION,LEDBRNJ,51.898057,-0.67191866
STOKE HAMMOND,LEDBSH,58.472511,8.3099342
LEEDS SIG L190,LEED190,58.472511,8.3099342
LEEDS L4421 SIGNAL,LEED421,49.766809,-7.5571598
LEEDS SIG L3606,LEED606,49.766809,-7.5571598
LEEDS L3613 SIGNAL,LEED613,49.766809,-7.5571598
LEEDS L3615 SIGNAL,LEED615,49.766809,-7.5571598
LEEDS SIG L3629,LEED629,58.472511,8.3099342
LEEDS SIG L3631,LEED631,58.472511,8.3099342
LEEDS L3643 SIGNAL,LEED643,49.766809,-7.5571598
LEEDS SIGNAL 3692,LEED692,49.766809,-7.5571598
LEEDS SIG L3694,LEED694,54.801169,-2.6442153
LEEDS SIG L774,LEED774,49.766809,-7.5571598
LEEDS SIG L928,LEED928,49.766809,-7.5571598
LEEDS SIG L929,LEED929,49.766809,-7.5571598
LEEDS BALM ROAD DEPOT,LEEDBFD,53.794257,-1.5475848
LEEDS BALM RD LOCO (FHH),LEEDFHH,54.001039,-1.1402116
LEEDS (STOURTON) FREIGHTLINERS,LEEDFLT,53.793358,-1.5475945
LEEDS MIDLAND ROAD WHEEL LATHE,LEEDMWL,49.766809,-7.5571598
LEEDS STOURTON R.M.C.,LEEDRMC,58.472511,8.3099342
LEEDS,LEEDS,53.795162,-1.5490932
LEEDS EAST JUNCTION,LEEDSEJ,54.801169,-2.6442153
LEEDS WEST JUNCTION,LEEDSWJ,58.472511,8.3099342
LEE,LEEE,51.449461,0.014775254
LEE LOOP JUNCTION,LEEELPJ,49.766809,-7.5571598
LEE SPUR,LEEESPR,51.448212,0.008963532
LEEKBROOK JUNCTION,LEEKBRJ,58.472511,8.3099342
LEE SPUR JUNCTION,LEESPRJ,51.446963,0.00315212
LEA GREEN,LEGR,53.426167,-2.7283376
LEIGH,LEIGHK,51.194112,0.21114917
LEISTON,LEISTON,51.53141,-0.23399267
LEITH LAFARGE COLAS RAIL,LEITCLR,49.766809,-7.5571598
FORTH PORTS AUTHY,LEITFPA,55.970793,-3.1290275
GENERAL AMERICAN TRANSPORT,LEITGTX,55.609409,-2.9132973
LEITH STH FREIGHTLINER/LAFARGE,LEITHFH,52.535791,6.4195285
LEITH SOUTH,LEITHS,55.966251,-3.1245697
SAI,LEITSAI,54.589305,0.084065377
STORAGE SERVICES (LEITH) LTD,LEITSSS,54.654901,3.6720506
LELANT,LELANT,50.183956,-5.4361142
LELANT SALTINGS,LELANTS,50.176608,-5.4411901
LENHAM,LENHAM,51.234045,0.70730342
LENHAM CROSSOVER,LENHAMX,58.472511,8.3099342
LENHAM HEATH LOOP,LENHLP,58.472511,8.3099342
LENHAM LOOP,LENHMLP,58.472511,8.3099342
LENHAM UP SIDING NO 6,LENHUS6,51.049178,-3.1163243
LENHAM UP SIDING NO 8,LENHUS8,58.366653,-2.8941452
LENS  (FRANCE),LENS,50.845781,4.3374464
LENTON NORTH JUNCTION,LENTNNJ,52.944595,-1.1710599
LENTON SOUTH JUNCTION,LENTNSJ,52.941,-1.1711286
LENZIE,LENZIE,55.921317,-4.1538904
LEOMINSTER,LEOMNST,52.226039,-2.7304933
LEOMINSTER SIGNAL BOX,LEOMSB,52.226039,-2.7304933
LES AUBRAIS-ORLEANS  (FRANCE),LESAORL,50.844888,4.3373249
LEICESTER SIGNAL LR325,LEST325,49.766809,-7.5571598
LEICESTER SIGNAL 327,LEST327,49.766809,-7.5571598
SIGNAL 421,LEST421,52.631424,-1.1252755
SIGNAL 426,LEST426,52.630525,-1.1252934
LEICESTER BRAUNSTONE GATE,LESTBRG,52.656303,-1.1209206
LEICESTER CSD,LESTCSD,58.472511,8.3099342
LEICESTER,LESTER,52.632322,-1.1252576
HUMBERSTONE ROAD,LESTHR,52.64837,-1.1072002
HUMBERSTONE RD NO5 TOP SDG,LESTHR5,52.64837,-1.1072002
HUMBERSTONE RD JUNCTION,LESTHRJ,52.659827,-1.1017921
KNIGHTON JUNCTION,LESTKJN,52.616186,-1.1314872
